timestamp,symbol,open,high,low,close,volume
2005-01-03,SPY,82.02481044183934,82.1597671537317,80.90469804752962,81.17460632324219,55748000
2005-01-04,SPY,81.28258681850684,81.33656951672836,79.9195571508908,80.1827163696289,69167600
2005-01-05,SPY,80.12198009735752,80.4661133443157,79.6226530367233,79.62940216064453,65667300
2005-01-06,SPY,79.91955424234885,80.3986390884641,79.79809574980743,80.03426361083984,47814700
2005-01-07,SPY,80.27716669692872,80.45260785535159,79.71035878051342,79.91954040527344,55847700
2005-01-10,SPY,79.85205961193718,80.60780178578551,79.85205961193718,80.29740905761719,56563300
2005-01-11,SPY,80.05451819550359,80.1219940022065,79.61591772982356,79.74412536621094,63099700
2005-01-12,SPY,79.89255382811983,80.18944832769512,79.29875453282388,80.00726318359375,72720500
2005-01-13,SPY,80.05451048345725,80.11524230729111,79.28527503538535,79.36624908447266,55537500
2005-01-14,SPY,79.6023989113616,79.98026742528297,79.4606982186411,79.78458404541016,42032500
2005-01-18,SPY,79.65641593283696,80.71580217148461,79.58893497077405,80.61458587646484,57391700
2005-01-19,SPY,80.58753332815603,80.64825997021113,79.76431563760443,79.77106475830078,54378900
2005-01-20,SPY,79.54836866319913,79.75754501575982,79.1435090477623,79.28520965576172,72049300
2005-01-21,SPY,79.48093279089565,79.62263346998037,78.71169759125176,78.7994155883789,63160400
2005-01-24,SPY,79.00857333276835,79.17726531287734,78.52274475443386,78.64420318603516,58441900
2005-01-25,SPY,78.88712205733208,79.26499045501232,78.75891450180308,78.86687469482422,68245000
2005-01-26,SPY,79.16377687727179,79.35271108241861,78.97484267212498,79.1030502319336,57195100
2005-01-27,SPY,79.07610178196839,79.45397039719565,78.93440105125816,79.23804473876953,55878800
2005-01-28,SPY,79.27852919095137,79.31901879120699,78.68473491729799,79.23804473876953,60738900
2005-01-31,SPY,79.58892308657221,79.79135564638455,79.42698012756665,79.73062896728516,52532700
2005-02-01,SPY,79.79132964988838,80.35138842123465,79.69011340295907,80.23667907714844,49841200
2005-02-02,SPY,80.33789829822524,80.69552461186917,80.22993806583872,80.47959899902344,52468900
2005-02-03,SPY,80.33786150003137,80.40534240594556,80.00722668294719,80.2703857421875,48837100
2005-02-04,SPY,80.29743590036466,81.26235487382982,80.28394279813905,81.12740325927734,50024600
2005-02-07,SPY,81.14089821236301,81.323083410972,80.94521476314642,81.01943969726562,45412000
2005-02-08,SPY,81.08690788035439,81.41079893951223,81.01943207788469,81.11389923095703,39263500
2005-02-09,SPY,81.25556950534087,81.30280306417353,80.46609210139275,80.50657653808594,55279400
2005-02-10,SPY,80.74276775517568,80.98567957838593,80.47285943729734,80.79674530029297,45858600
2005-02-11,SPY,80.7697811091642,81.67397350584264,80.6078381232198,81.49178314208984,53133000
2005-02-14,SPY,81.43777939720385,81.5524887608665,81.29607868654887,81.4310302734375,32432100
2005-02-15,SPY,81.51196490351545,81.93706682994433,81.43099090168923,81.73463439941406,43852700
2005-02-16,SPY,81.5997010223707,81.95732726750182,81.42425988677122,81.78863525390625,55523000
2005-02-17,SPY,81.80217162818796,81.8696474354642,81.12065413412749,81.12740325927734,58124000
2005-02-18,SPY,81.13408195322873,81.29602993807201,80.90466336347235,81.23529815673828,47723300
2005-02-22,SPY,80.90468922185242,81.28930679966246,80.01399561281487,80.0274887084961,80697600
2005-02-23,SPY,80.25016657079891,80.6820177226757,80.04099011700379,80.60104370117188,68292600
2005-02-24,SPY,80.45935657391227,81.1881074459526,80.28392055321835,81.13412475585938,68563600
2005-02-25,SPY,81.15434701371906,82.0990232656699,81.09362036335742,81.93708038330078,60899900
2005-02-28,SPY,81.74814481869056,81.84936104903419,80.99915192144762,81.39726257324219,69381300
2005-03-01,SPY,81.52547428570101,81.99780985388618,81.49848294636591,81.80213165283203,47294400
2005-03-02,SPY,81.48501304642643,82.2744906414438,81.4107881291438,81.76166534423828,64226500
2005-03-03,SPY,82.09228686987545,82.25422976719317,81.44450498446082,81.7953872680664,61230800
2005-03-04,SPY,82.35544279708614,82.8817610538988,82.1800016621247,82.81428527832031,56168500
2005-03-07,SPY,82.7670640979296,83.16517483702802,82.59162293673198,82.85478210449219,43442400
2005-03-08,SPY,82.77379886335238,82.99647356455061,82.39593038718945,82.54438018798828,44362000
2005-03-09,SPY,82.30148486862674,82.51741050425814,81.61996748976046,81.62671661376953,73263600
2005-03-10,SPY,81.78190757875902,81.9843401073892,81.24209608253362,81.80889892578125,65149000
2005-03-11,SPY,81.85608332109432,82.1327406008158,81.08010443968426,81.23529815673828,57976500
2005-03-14,SPY,81.38378302335089,81.75490754702157,81.16110830914847,81.74140930175781,36336400
2005-03-15,SPY,81.93035285499032,81.95734420051082,81.02616594638062,81.066650390625,62438500
2005-03-16,SPY,80.76972608339251,81.08012388809455,80.22991478197544,80.37836456298828,74874200
2005-03-17,SPY,80.50656563325329,80.79671606908707,80.2838961135301,80.5403060913086,62584200
2005-03-18,SPY,80.68730626085296,80.97182074925053,80.03698521524757,80.30117797851562,60232000
2005-03-21,SPY,80.41633843449516,80.4637575162297,79.77279301548442,80.00311279296875,61244300
